200,1,294
200,2,20
200,3,0.2
200,4,0
200,5,79.7
200,6,0.1
200,7,7
200,8,13
200,9,2
200,10,1
200,11,4
200,12,0.8
200,13,0.3
200,14,0.04
200,15,0
200,16,0
200,17,0
200,18,1
200,19,0
200,20,0
200,21,0
200,22,0
200,23,0
200,24,0.01
200,25,0.01
200,26,0.2
200,27,0
200,28,0
200,29,1
200,30,0.05
200,31,0.5
200,32,3
234,1,56
234,2,89.4
234,3,4.9
234,4,3
234,5,2
234,6,0.7
234,7,7
234,8,150
234,9,43
234,10,44
234,11,81
234,12,0.8
234,13,0.5
234,14,0.15
234,15,0.31
234,16,0
234,17,0
234,18,0
234,19,0
234,20,0
234,21,0
234,22,0.1
234,23,12
234,24,0.1
234,25,0.04
234,26,0.2
234,27,0.06
234,28,0
234,29,11
234,30,0.09
234,31,0
234,32,0
1580,1,65
1580,2,88
1580,3,1.1
1580,4,3.5
1580,5,7.2
1580,6,0.2
1580,7,15
1580,8,48
1580,9,27
1580,10,3
1580,11,14
1580,12,0
1580,13,0.3
1580,14,0.03
1580,15,0
1580,16,0
1580,17,2
1580,18,0
1580,19,0
1580,20,45
1580,21,0.3
1580,22,0.4
1580,23,1
1580,24,0.01
1580,25,0.03
1580,26,0.2
1580,27,0
1580,28,0
1580,29,0
1580,30,0.5
1580,31,0.5
1580,32,5
1776,1,46
1776,2,88.5
1776,3,0.1
1776,4,0
1776,5,11.4
1776,6,0
1776,7,2
1776,8,0
1776,9,2
1776,10,1
1776,11,11
1776,12,0
1776,13,0
1776,14,0
1776,15,0
1776,16,0
1776,17,0
1776,18,0
1776,19,0
1776,20,0
1776,21,0
1776,22,0
1776,23,0
1776,24,0
1776,25,0
1776,26,0
1776,27,0
1776,28,0
1776,29,0
1776,30,0
1776,31,0
1776,32,0
1745,1,156
1745,2,68.9
1745,3,0.1
1745,4,0
1745,5,20.7
1745,6,0.1
1745,7,4
1745,8,39
1745,9,1
1745,10,2
1745,11,3
1745,12,0
1745,13,0
1745,14,0.01
1745,15,0.01
1745,16,0
1745,17,0
1745,18,1
1745,19,0
1745,20,0
1745,21,0
1745,22,0
1745,23,0
1745,24,0
1745,25,0.01
1745,26,0
1745,27,0.01
1745,28,0
1745,29,0
1745,30,0
1745,31,0.1
1745,32,0
1758,1,324
1758,2,5
1758,3,30.6
1758,4,5.3
1758,5,38.5
1758,6,7.4
1758,7,6
1758,8,2700
1758,9,420
1758,10,230
1758,11,350
1758,12,17
1758,13,6.3
1758,14,0.6
1758,15,0
1758,16,0
1758,17,0
1758,18,0
1758,19,0
1758,20,0
1758,21,0
1758,22,28.1
1758,23,2900
1758,24,0.6
1758,25,1.35
1758,26,4
1758,27,0.96
1758,28,0
1758,29,1200
1758,30,3.7
1758,31,0
1758,32,60
884,1,220
884,2,60
884,3,24.6
884,4,12.3
884,5,0.1
884,6,3
884,7,770
884,8,350
884,9,57
884,10,38
884,11,270
884,12,0.9
884,13,0.9
884,14,0.1
884,15,0.01
884,16,0
884,17,0
884,18,0
884,19,0
884,20,0
884,21,2.6
884,22,1
884,23,0
884,24,0.12
884,25,0.14
884,26,4.7
884,27,0.32
884,28,8.5
884,29,6
884,30,0.75
884,31,0
884,32,0
659,1,33
659,2,65.1
659,3,0.9
659,4,0.2
659,5,10.5
659,6,23.3
659,7,8700
659,8,440
659,9,65
659,10,34
659,11,21
659,12,1
659,13,0.1
659,14,0.11
659,15,0.23
659,16,3
659,17,0
659,18,3
659,19,1
659,20,0
659,21,0
659,22,0.3
659,23,0
659,24,0.02
659,25,0.01
659,26,0.4
659,27,0.05
659,28,0
659,29,1
659,30,0.12
659,31,0.7
659,32,0
579,1,25
579,2,91.5
579,3,2.6
579,4,0.5
579,5,4
579,6,1.2
579,7,10
579,8,490
579,9,69
579,10,40
579,11,43
579,12,0.9
579,13,0.7
579,14,0.11
579,15,0.33
579,16,1
579,17,3
579,18,1
579,19,4
579,20,0
579,21,0
579,22,2.6
579,23,320
579,24,0.05
579,25,0.11
579,26,0.3
579,27,0.08
579,28,0
579,29,110
579,30,0.13
579,31,3.2
579,32,19
1265,1,161
1265,2,66.1
1265,3,11.5
1265,4,7.2
1265,5,12.6
1265,6,2.6
1265,7,810
1265,8,70
1265,9,100
1265,10,11
1265,11,200
1265,12,1
1265,13,0.4
1265,14,0.06
1265,15,0.11
1265,16,0
1265,17,0
1265,18,0
1265,19,0
1265,20,0
1265,21,0.9
1265,22,0.2
1265,23,0
1265,24,0.2
1265,25,0.6
1265,26,5
1265,27,0.02
1265,28,0.3
1265,29,4
1265,30,0.06
1265,31,0
1265,32,0
